datetime,choke,psig,apsig,oil,gas,water
19/5/2021 14:00:00,38.0,1050.0,326.0,823.368,6.217,27.072
19/5/2021 14:15:00,38.0,1055.0,327.0,805.848,6.226,26.496
19/5/2021 14:30:00,38.0,1050.0,325.0,815.0160000000001,6.207,17.664
19/5/2021 14:45:00,38.0,1055.0,328.0,805.3199999999999,6.236,17.472
19/5/2021 15:00:00,38.0,1047.0,327.0,814.1759999999999,6.226,17.664
19/5/2021 15:15:00,38.0,1045.0,326.0,805.848,6.246,26.496
19/5/2021 15:30:00,38.0,1047.0,327.0,805.848,6.256,26.496
19/5/2021 15:45:00,38.0,1050.0,327.0,805.848,6.268,26.496
19/5/2021 16:00:00,38.0,1053.0,326.0,814.608,6.259,26.784
19/5/2021 16:15:00,38.0,1049.0,320.0,823.8720000000001,6.199,17.856
19/5/2021 16:30:00,38.0,1055.0,325.0,823.8720000000001,6.249,17.856
19/5/2021 16:45:00,38.0,1045.0,330.0,885.048,6.298,9.504
19/5/2021 17:00:00,38.0,1045.0,328.0,822.48,6.278,8.832
19/5/2021 17:15:00,38.0,1051.0,334.0,804.4559999999999,6.337,17.472
19/5/2021 17:30:00,38.0,1047.0,327.0,796.4639999999999,6.268,17.28
19/5/2021 17:45:00,38.0,1050.0,329.0,867.2640000000001,6.288,18.816000000000003
19/5/2021 18:00:00,38.0,1056.0,329.0,796.4639999999999,6.288,17.28
19/5/2021 18:15:00,38.0,1054.0,327.0,795.648,6.268,8.544
19/5/2021 18:30:00,38.0,1050.0,325.0,797.3039999999999,6.249,17.28
19/5/2021 18:45:00,38.0,1054.0,327.0,823.368,6.268,27.072
19/5/2021 19:00:00,38.0,1055.0,326.0,805.848,6.259,26.496
19/5/2021 19:15:00,38.0,1054.0,324.0,806.712,6.239,26.496
19/5/2021 19:30:00,38.0,1051.0,322.0,797.3039999999999,6.219,17.28
19/5/2021 19:45:00,38.0,1055.0,323.0,832.296,6.229,8.928
19/5/2021 20:00:00,38.0,1052.0,321.0,823.3439999999999,6.209,8.832
19/5/2021 20:15:00,38.0,1054.0,323.0,814.392,6.229,8.736
19/5/2021 20:30:00,38.0,1056.0,328.0,848.712,6.278,27.36
19/5/2021 20:45:00,38.0,1055.0,327.0,821.904,6.256,26.496
19/5/2021 21:00:00,38.0,1052.0,325.0,815.0160000000001,6.236,17.664
19/5/2021 21:15:00,38.0,1053.0,327.0,796.4639999999999,6.256,17.28
19/5/2021 21:30:00,38.0,1055.0,325.0,815.0160000000001,6.236,17.664
19/5/2021 21:45:00,38.0,1055.0,326.0,804.5999999999999,6.246,8.64
19/5/2021 22:00:00,38.0,1053.0,325.0,815.0160000000001,6.236,17.664
19/5/2021 22:15:00,38.0,1055.0,327.0,805.3199999999999,6.256,17.472
19/5/2021 22:30:00,38.0,1051.0,324.0,833.0160000000001,6.226,27.36
19/5/2021 22:45:00,38.0,1048.0,329.0,823.368,6.246,27.072
19/5/2021 23:00:00,38.0,1051.0,332.0,830.4000000000001,6.305,17.664
19/5/2021 23:15:00,38.0,1053.0,331.0,787.608,6.295,17.088
19/5/2021 23:30:00,38.0,1050.0,329.0,805.3199999999999,6.276,17.472
19/5/2021 23:45:00,38.0,1055.0,332.0,805.3199999999999,6.305,17.472
19/5/2021 00:00:00,38.0,1053.0,332.0,814.608,6.305,26.784
20/5/2021 00:15:00,38.0,1053.0,330.0,786.7439999999999,6.285,8.448
20/5/2021 00:30:00,38.0,1053.0,332.0,814.1759999999999,6.318,17.664
20/5/2021 00:45:00,38.0,1055.0,330.0,796.4639999999999,6.298,17.28
20/5/2021 01:00:00,38.0,1054.0,329.0,805.3199999999999,6.288,17.472
20/5/2021 01:15:00,38.0,1053.0,331.0,814.608,6.308,26.784
20/5/2021 01:30:00,38.0,1050.0,330.0,796.4639999999999,6.298,17.28
20/5/2021 01:45:00,38.0,1054.0,333.0,796.4639999999999,6.315,17.28
20/5/2021 02:00:00,38.0,1051.0,332.0,805.3199999999999,6.305,17.472
20/5/2021 02:15:00,38.0,1048.0,331.0,796.4639999999999,6.295,17.28
20/5/2021 02:30:00,38.0,1049.0,332.0,778.776,6.305,16.896
20/5/2021 02:45:00,38.0,1051.0,332.0,814.1759999999999,6.305,17.664
20/5/2021 03:00:00,38.0,1052.0,330.0,796.4639999999999,6.298,17.28
20/5/2021 03:15:00,38.0,1052.0,331.0,805.3199999999999,6.308,17.472
20/5/2021 03:30:00,38.0,1051.0,329.0,796.4639999999999,6.276,17.28
20/5/2021 03:45:00,38.0,1054.0,332.0,787.608,6.305,17.088
20/5/2021 04:00:00,38.0,1052.0,331.0,796.4639999999999,6.295,17.28
20/5/2021 04:15:00,38.0,1050.0,329.0,796.4639999999999,6.276,17.28
20/5/2021 04:30:00,38.0,1052.0,330.0,797.0880000000001,6.285,26.208
20/5/2021 04:45:00,38.0,1050.0,329.0,797.0880000000001,6.276,26.208
20/5/2021 05:00:00,38.0,1053.0,332.0,796.4639999999999,6.305,17.28
20/5/2021 05:15:00,38.0,1048.0,329.0,796.4639999999999,6.276,17.28
20/5/2021 05:30:00,38.0,1046.0,327.0,796.4639999999999,6.256,17.28
20/5/2021 05:45:00,38.0,1045.0,325.0,805.44,6.236,8.64
20/5/2021 06:00:00,38.0,1048.0,326.0,796.4639999999999,6.246,17.28
20/5/2021 06:15:00,38.0,1052.0,331.0,796.4639999999999,6.295,17.664
20/5/2021 06:30:00,38.0,1045.0,330.0,796.4639999999999,6.285,17.088
20/5/2021 06:45:00,38.0,1048.0,329.0,805.44,6.276,25.92
20/5/2021 07:00:00,38.0,1050.0,327.0,796.4639999999999,6.256,17.28
20/5/2021 07:15:00,38.0,1050.0,328.0,787.608,6.266,17.088
20/5/2021 07:30:00,38.0,1053.0,330.0,796.4639999999999,6.285,17.28
20/5/2021 07:45:00,38.0,1046.0,327.0,770.8320000000001,6.256,25.344
20/5/2021 08:00:00,38.0,1051.0,331.0,779.568,6.295,25.632
20/5/2021 08:15:00,38.0,1053.0,327.0,787.608,6.256,17.088
20/5/2021 08:30:00,38.0,1045.0,326.0,787.608,6.246,17.088
20/5/2021 08:45:00,38.0,1047.0,328.0,788.328,6.266,25.92
20/5/2021 09:00:00,38.0,1050.0,327.0,787.608,6.256,17.088
20/5/2021 09:15:00,38.0,1053.0,327.0,788.328,6.256,25.92
20/5/2021 09:30:00,38.0,1055.0,326.0,787.608,6.246,17.088
20/5/2021 09:45:00,38.0,1050.0,325.0,788.4479999999999,6.236,17.088
20/5/2021 10:00:00,38.0,1048.0,326.0,787.608,6.246,17.088
20/5/2021 10:15:00,38.0,1045.0,325.0,788.4479999999999,6.236,17.088
20/5/2021 10:30:00,38.0,1047.0,326.0,787.608,6.246,17.088
20/5/2021 10:45:00,38.0,1050.0,327.0,787.608,6.256,17.088
20/5/2021 11:00:00,38.0,1053.0,327.0,787.608,6.256,17.088
20/5/2021 10:15:00,38.0,1045.0,325.0,788.4479999999999,6.236,17.088
20/5/2021 10:30:00,38.0,1047.0,326.0,787.608,6.246,17.088
20/5/2021 10:45:00,38.0,1050.0,327.0,787.608,6.256,17.088
20/5/2021 11:00:00,38.0,1053.0,327.0,787.608,6.256,17.088
20/5/2021 11:15:00,38.0,1050.0,326.0,787.608,6.246,17.088
20/5/2021 11:30:00,38.0,1053.0,327.0,778.776,6.256,16.896
20/5/2021 11:45:00,38.0,1048.0,325.0,779.5919999999999,6.236,16.896
20/5/2021 12:00:00,38.0,1047.0,326.0,787.608,6.246,17.088
20/5/2021 11:15:00,38.0,1044.0,327.0,778.776,6.256,16.896
20/5/2021 11:30:00,38.0,1048.0,329.0,778.776,6.276,16.896
20/5/2021 11:45:00,38.0,1050.0,330.0,787.608,6.285,17.088
20/5/2021 12:00:00,38.0,1044.0,327.0,796.4639999999999,6.256,17.28
20/5/2021 13:15:00,38.0,1045.0,326.0,778.776,6.246,16.896
20/5/2021 13:30:00,38.0,1047.0,328.0,779.568,6.266,25.632
20/5/2021 13:45:00,38.0,1043.0,327.0,778.776,6.256,16.896
20/5/2021 14:00:00,38.0,1048.0,328.0,787.608,6.266,17.088
20/5/2021 14:15:00,38.0,1050.0,329.0,779.568,6.276,25.632
20/5/2021 14:30:00,38.0,1049.0,328.0,787.608,6.266,17.088
20/5/2021 14:45:00,38.0,1047.0,328.0,787.608,6.266,17.088
20/5/2021 15:00:00,38.0,1045.0,327.0,779.568,6.256,25.632
20/5/2021 15:15:00,38.0,1048.0,325.0,771.624,6.236,25.344
20/5/2021 15:30:00,38.0,1050.0,328.0,778.776,6.266,16.896
20/5/2021 15:45:00,38.0,1047.0,327.0,769.92,6.256,16.704
20/5/2021 16:00:00,38.0,1045.0,325.0,770.7359999999999,6.236,16.704
20/5/2021 16:15:00,38.0,1047.0,325.0,779.5919999999999,6.236,16.896
20/5/2021 16:30:00,38.0,1048.0,326.0,779.568,6.246,25.632
20/5/2021 16:45:00,38.0,1045.0,324.0,789.1679999999999,6.256,25.92
20/5/2021 17:00:00,38.0,1043.0,325.0,788.4479999999999,6.266,17.088
20/5/2021 17:15:00,38.0,1045.0,325.0,771.624,6.266,25.344
20/5/2021 17:30:00,38.0,1050.0,327.0,778.776,6.285,16.896
20/5/2021 17:45:00,38.0,1040.0,326.0,779.568,6.276,25.632
20/5/2021 18:00:00,38.0,1043.0,327.0,778.776,6.285,16.896
20/5/2021 18:15:00,38.0,1045.0,325.0,762.864,6.266,25.056
20/5/2021 18:30:00,38.0,1042.0,327.0,778.776,6.285,16.896
20/5/2021 18:45:00,38.0,1044.0,323.0,779.5919999999999,6.246,16.896
20/5/2021 19:00:00,38.0,1043.0,326.0,762.072,6.276,25.056
20/5/2021 19:15:00,38.0,1047.0,330.0,787.608,6.315,17.088
20/5/2021 19:30:00,38.0,1050.0,332.0,787.608,6.335,17.088
20/5/2021 19:45:00,38.0,1048.0,329.0,787.608,6.305,17.088
20/5/2021 20:00:00,38.0,1052.0,333.0,796.4639999999999,6.345,17.28
20/5/2021 20:15:00,38.0,1051.0,330.0,787.608,6.303,17.088
20/5/2021 20:30:00,38.0,1053.0,331.0,777.7679999999999,6.312,8.352
20/5/2021 20:45:00,38.0,1049.0,327.0,769.92,6.273,16.704
20/5/2021 21:00:00,38.0,1052.0,330.0,787.608,6.273,17.088
20/5/2021 21:15:00,38.0,1055.0,331.0,796.4639999999999,6.325,17.28
20/5/2021 21:30:00,38.0,1053.0,328.0,787.608,6.295,17.088
20/5/2021 21:45:00,38.0,1056.0,329.0,787.608,6.305,17.088
20/5/2021 22:00:00,38.0,1052.0,332.0,796.4639999999999,6.335,17.28
20/5/2021 22:15:00,38.0,1054.0,335.0,752.52,6.364,24.768
20/5/2021 22:30:00,38.0,1050.0,334.0,742.584,6.354,16.128
20/5/2021 22:45:00,38.0,1048.0,331.0,796.4639999999999,6.325,17.28
20/5/2021 23:00:00,38.0,1051.0,333.0,814.1999999999999,6.345,17.664
20/5/2021 23:15:00,38.0,1054.0,331.0,796.4639999999999,6.325,17.28
20/5/2021 23:30:00,38.0,1051.0,329.0,735.792,6.305,24.192
20/5/2021 23:45:00,38.0,1049.0,328.0,743.376,6.295,16.128
20/5/2021 00:00:00,38.0,1050.0,331.0,805.848,6.325,26.496
21/5/2021 00:15:00,38.0,1054.0,330.0,769.9440000000001,6.315,16.704
21/5/2021 00:30:00,38.0,1052.0,334.0,777.936,6.355,16.896
21/5/2021 00:45:00,38.0,1054.0,332.0,787.608,6.335,17.088
21/5/2021 01:00:00,38.0,1051.0,331.0,769.92,6.325,16.704
21/5/2021 01:15:00,38.0,1055.0,334.0,717.504,6.355,23.616
21/5/2021 01:30:00,38.0,1052.0,330.0,725.664,6.315,15.744
21/5/2021 01:45:00,38.0,1048.0,328.0,718.272,6.295,23.616
21/5/2021 02:00:00,38.0,1050.0,332.0,743.376,6.335,16.128
21/5/2021 02:15:00,38.0,1052.0,334.0,822.144,6.355,17.856
21/5/2021 02:30:00,38.0,1055.0,331.0,805.848,6.325,26.496
21/5/2021 02:45:00,38.0,1053.0,335.0,805.008,6.364,26.496
21/5/2021 03:00:00,38.0,1049.0,330.0,823.368,6.315,27.072
21/5/2021 03:15:00,38.0,1054.0,331.0,769.92,6.384,16.704
21/5/2021 03:30:00,38.0,1052.0,332.0,769.92,6.394,16.704
21/5/2021 03:45:00,38.0,1053.0,332.0,796.4639999999999,6.394,17.28
21/5/2021 04:00:00,38.0,1054.0,333.0,769.92,6.404,16.704
21/5/2021 04:15:00,38.0,1053.0,330.0,759.8879999999999,6.374,8.16
21/5/2021 04:30:00,38.0,1051.0,331.0,742.008,6.384,7.968
21/5/2021 04:45:00,38.0,1049.0,329.0,804.5999999999999,6.364,8.64
21/5/2021 05:00:00,38.0,1053.0,331.0,814.1759999999999,6.384,17.664
21/5/2021 05:15:00,38.0,1052.0,334.0,795.624,6.414,17.28
21/5/2021 05:30:00,38.0,1054.0,331.0,814.1759999999999,6.384,17.664
21/5/2021 05:45:00,38.0,1053.0,333.0,742.008,6.404,7.968
21/5/2021 06:00:00,38.0,1052.0,332.0,750.96,6.394,8.064
21/5/2021 06:15:00,38.0,1054.0,330.0,761.064,6.374,16.512
21/5/2021 06:30:00,38.0,1055.0,331.0,762.072,6.384,25.056
21/5/2021 06:45:00,38.0,1052.0,332.0,762.072,6.394,25.056
21/5/2021 07:00:00,38.0,1050.0,331.0,761.064,6.384,16.512
21/5/2021 07:15:00,38.0,1045.0,326.0,770.8320000000001,6.322,25.344
21/5/2021 07:30:00,38.0,1047.0,330.0,778.776,6.361,16.896
21/5/2021 07:45:00,38.0,1050.0,335.0,786.792,6.411,17.088
21/5/2021 08:00:00,38.0,1053.0,332.0,779.568,6.381,25.632
21/5/2021 08:15:00,38.0,1050.0,331.0,770.8320000000001,6.371,25.344
21/5/2021 08:30:00,38.0,1053.0,330.0,770.8320000000001,6.361,25.344
21/5/2021 08:45:00,38.0,1055.0,332.0,769.92,6.381,16.704
21/5/2021 09:00:00,38.0,1055.0,334.0,769.104,6.401,16.704
21/5/2021 09:15:00,38.0,1057.0,330.0,761.064,6.361,16.512
21/5/2021 09:30:00,38.0,1055.0,331.0,752.208,6.371,16.32
21/5/2021 09:45:00,38.0,1053.0,332.0,752.208,6.381,16.32
21/5/2021 10:00:00,38.0,1050.0,331.0,761.064,6.371,16.512
21/5/2021 10:15:00,38.0,1055.0,327.0,761.064,6.332,16.512
21/5/2021 10:30:00,38.0,1053.0,329.0,761.064,6.351,16.512
21/5/2021 10:45:00,38.0,1055.0,331.0,769.92,6.371,16.704
21/5/2021 11:00:00,38.0,1051.0,330.0,761.064,6.361,16.512
21/5/2021 11:15:00,38.0,1055.0,332.0,761.064,6.381,16.512
21/5/2021 11:30:00,38.0,1051.0,331.0,761.064,6.371,16.512
21/5/2021 11:45:00,38.0,1049.0,333.0,769.92,6.391,16.704
21/5/2021 12:00:00,38.0,1050.0,332.0,761.064,6.381,16.512
21/5/2021 12:15:00,38.0,1049.0,332.0,761.064,6.381,16.512
21/5/2021 12:30:00,38.0,1048.0,333.0,762.072,6.391,25.056
21/5/2021 12:45:00,38.0,1051.0,331.0,762.072,6.371,25.056
21/5/2021 13:00:00,38.0,1053.0,330.0,753.312,6.361,24.768
21/5/2021 13:15:00,38.0,1055.0,331.0,753.312,6.371,24.768
21/5/2021 13:30:00,38.0,1054.0,332.0,753.312,6.381,24.768
21/5/2021 13:45:00,38.0,1051.0,330.0,769.92,6.361,16.704
21/5/2021 14:00:00,38.0,1053.0,332.0,761.064,6.381,16.512
21/5/2021 14:15:00,38.0,1049.0,329.0,761.064,6.351,16.512
21/5/2021 14:30:00,38.0,1051.0,330.0,752.208,6.361,16.32
21/5/2021 14:45:00,38.0,1052.0,332.0,752.208,6.381,16.32
21/5/2021 15:00:00,38.0,1050.0,331.0,761.064,6.371,16.512
21/5/2021 15:15:00,38.0,1052.0,330.0,752.208,6.374,16.32
21/5/2021 15:30:00,38.0,1053.0,329.0,761.064,6.364,16.512
21/5/2021 15:45:00,38.0,1055.0,328.0,752.208,6.354,16.32
21/5/2021 16:00:00,38.0,1054.0,328.0,761.064,6.354,16.512
21/5/2021 16:15:00,38.0,1055.0,327.0,762.072,6.344,25.056
21/5/2021 16:30:00,38.0,1058.0,329.0,762.072,6.364,25.056
21/5/2021 16:45:00,38.0,1060.0,330.0,761.064,6.374,16.512
21/5/2021 17:00:00,38.0,1055.0,328.0,761.064,6.354,16.512
21/5/2021 17:15:00,38.0,1054.0,327.0,761.064,6.344,16.512
21/5/2021 17:30:00,38.0,1058.0,328.0,761.064,6.354,16.512
21/5/2021 17:45:00,38.0,1057.0,328.0,762.072,6.354,25.056
21/5/2021 18:00:00,38.0,1055.0,327.0,762.072,6.344,25.056
21/5/2021 18:15:00,38.0,1058.0,326.0,744.552,6.334,24.48
21/5/2021 18:30:00,38.0,1056.0,328.0,761.064,6.354,16.512
21/5/2021 18:45:00,38.0,1054.0,329.0,744.552,6.364,24.48
21/5/2021 19:00:00,38.0,1057.0,325.0,770.7359999999999,6.324,16.704
21/5/2021 19:15:00,38.0,1062.0,331.0,761.064,6.384,16.512
21/5/2021 19:30:00,38.0,1061.0,329.0,761.064,6.364,16.512
21/5/2021 19:45:00,38.0,1060.0,330.0,769.92,6.374,16.704
21/5/2021 20:00:00,38.0,1059.0,332.0,761.064,6.394,16.512
21/5/2021 20:15:00,38.0,1063.0,330.0,761.064,6.374,16.512
21/5/2021 20:30:00,38.0,1060.0,334.0,769.104,6.414,16.704
21/5/2021 20:45:00,38.0,1059.0,331.0,761.064,6.384,16.512
21/5/2021 21:00:00,38.0,1060.0,332.0,778.776,6.394,16.896
21/5/2021 21:15:00,38.0,1058.0,330.0,761.064,6.374,16.512
21/5/2021 21:30:00,38.0,1059.0,333.0,752.208,6.404,16.32
21/5/2021 21:45:00,38.0,1061.0,329.0,761.064,6.364,16.512
21/5/2021 22:00:00,38.0,1061.0,331.0,752.208,6.384,16.32
21/5/2021 22:15:00,38.0,1061.0,327.0,752.208,6.344,16.32
21/5/2021 22:30:00,38.0,1059.0,330.0,761.064,6.374,16.512
21/5/2021 22:45:00,38.0,1058.0,329.0,752.208,6.364,16.32
21/5/2021 23:00:00,38.0,1059.0,331.0,767.592,6.371,16.32
21/5/2021 23:15:00,38.0,1057.0,332.0,752.208,6.364,16.32
21/5/2021 23:30:00,38.0,1052.0,329.0,761.064,6.335,16.512
21/5/2021 23:45:00,38.0,1056.0,334.0,751.416,6.384,16.32
21/5/2021 1900-01-02 00:00:00,38.0,1058.0,336.0,751.416,6.404,16.32
22/5/2021 00:15:00,38.0,1055.0,333.0,761.088,6.374,16.512
22/5/2021 00:30:00,38.0,1053.0,331.0,761.064,6.355,16.512
22/5/2021 00:45:00,38.0,1049.0,329.0,762.072,6.335,25.056
22/5/2021 01:00:00,38.0,1051.0,332.0,752.208,6.364,16.32
22/5/2021 01:15:00,38.0,1050.0,329.0,752.208,6.335,16.32
22/5/2021 01:30:00,38.0,1048.0,327.0,752.208,6.315,16.32
22/5/2021 01:45:00,38.0,1046.0,328.0,743.376,6.325,16.128
22/5/2021 02:00:00,38.0,1049.0,327.0,750.96,6.315,8.064
22/5/2021 02:15:00,38.0,1047.0,326.0,769.92,6.305,16.704
22/5/2021 02:30:00,38.0,1045.0,327.0,769.92,6.315,16.704
22/5/2021 02:45:00,38.0,1050.0,325.0,771.624,6.295,25.344
22/5/2021 03:00:00,38.0,1049.0,328.0,770.8320000000001,6.325,25.344
22/5/2021 03:15:00,38.0,1050.0,329.0,734.52,6.335,15.936
22/5/2021 03:30:00,38.0,1053.0,331.0,734.52,6.354,15.936
22/5/2021 03:45:00,38.0,1051.0,330.0,734.52,6.345,15.936
22/5/2021 04:00:00,38.0,1055.0,327.0,725.664,6.315,15.744
22/5/2021 04:15:00,38.0,1053.0,328.0,744.552,6.325,24.48
22/5/2021 04:30:00,38.0,1051.0,327.0,743.376,6.315,16.128
22/5/2021 04:45:00,38.0,1055.0,330.0,744.552,6.345,24.48
22/5/2021 05:00:00,38.0,1050.0,327.0,753.312,6.315,24.768
22/5/2021 05:15:00,38.0,1053.0,330.0,743.376,6.345,16.128
22/5/2021 05:30:00,38.0,1055.0,331.0,743.376,6.354,16.128
22/5/2021 05:45:00,38.0,1048.0,329.0,744.552,6.335,24.48
22/5/2021 06:00:00,38.0,1049.0,332.0,744.552,6.364,24.48
22/5/2021 06:15:00,38.0,1048.0,329.0,743.376,6.335,16.128
22/5/2021 06:30:00,38.0,1049.0,330.0,752.208,6.345,16.32
22/5/2021 06:45:00,38.0,1051.0,331.0,744.552,6.354,24.48
22/5/2021 07:00:00,38.0,1050.0,329.0,743.376,6.335,16.128
22/5/2021 07:15:00,38.0,1055.0,331.0,761.064,6.371,16.512
22/5/2021 07:30:00,38.0,1058.0,334.0,742.584,6.401,16.128
22/5/2021 07:45:00,38.0,1054.0,330.0,734.52,6.361,15.936
22/5/2021 08:00:00,38.0,1056.0,335.0,769.104,6.411,16.704
22/5/2021 08:15:00,38.0,1051.0,333.0,769.92,6.391,16.704
22/5/2021 08:30:00,38.0,1055.0,337.0,742.584,6.431,16.128
22/5/2021 08:45:00,38.0,1053.0,334.0,733.752,6.401,15.936
22/5/2021 09:00:00,38.0,1050.0,330.0,761.064,6.361,16.512
22/5/2021 09:15:00,38.0,1053.0,334.0,751.416,6.401,16.32
22/5/2021 09:30:00,38.0,1051.0,331.0,761.064,6.371,16.512
22/5/2021 09:45:00,38.0,1053.0,331.0,743.376,6.371,16.128
22/5/2021 10:00:00,38.0,1052.0,329.0,769.92,6.351,16.704
22/5/2021 10:15:00,38.0,1054.0,331.0,743.376,6.342,16.128
22/5/2021 10:30:00,38.0,1057.0,336.0,760.272,6.391,16.512
22/5/2021 10:45:00,38.0,1055.0,334.0,751.416,6.371,16.32
22/5/2021 11:00:00,38.0,1059.0,337.0,751.416,6.401,16.32
22/5/2021 11:15:00,38.0,1057.0,332.0,752.208,6.381,16.32
22/5/2021 11:30:00,38.0,1059.0,334.0,751.416,6.401,16.32
22/5/2021 11:45:00,38.0,1056.0,332.0,761.064,6.381,16.512
22/5/2021 12:00:00,38.0,1057.0,335.0,742.584,6.411,16.128
22/5/2021 12:15:00,38.0,1056.0,334.0,724.896,6.401,15.744
22/5/2021 12:30:00,38.0,1057.0,333.0,725.664,6.391,15.744
22/5/2021 12:45:00,38.0,1054.0,331.0,734.52,6.371,15.936
22/5/2021 13:00:00,38.0,1053.0,332.0,725.664,6.381,15.744
22/5/2021 13:15:00,38.0,1055.0,332.0,743.376,6.381,16.128
22/5/2021 13:30:00,38.0,1051.0,336.0,751.416,6.421,16.32
22/5/2021 13:45:00,38.0,1054.0,335.0,751.416,6.411,16.32
22/5/2021 14:00:00,38.0,1056.0,333.0,761.064,6.391,16.512
22/5/2021 14:15:00,38.0,1060.0,333.0,718.272,6.391,23.616
22/5/2021 14:30:00,38.0,1054.0,334.0,726.264,6.401,23.904
22/5/2021 14:45:00,38.0,1061.0,336.0,726.264,6.421,23.904
22/5/2021 15:00:00,38.0,1060.0,334.0,717.504,6.401,23.616
22/5/2021 15:15:00,38.0,1059.0,333.0,744.552,6.404,24.48
22/5/2021 15:30:00,38.0,1061.0,329.0,735.792,6.364,24.192
22/5/2021 15:45:00,38.0,1063.0,331.0,753.312,6.396,24.768
22/5/2021 16:00:00,38.0,1060.0,332.0,744.552,6.406,24.48
22/5/2021 16:15:00,38.0,1055.0,330.0,762.072,6.374,25.056
22/5/2021 16:30:00,38.0,1050.0,330.0,744.552,6.374,24.48
22/5/2021 16:45:00,38.0,1053.0,329.0,735.792,6.364,24.192
22/5/2021 17:00:00,38.0,1049.0,326.0,735.792,6.334,24.192
22/5/2021 17:15:00,38.0,1051.0,328.0,733.08,6.354,7.872
22/5/2021 17:30:00,38.0,1050.0,329.0,733.08,6.364,7.872
22/5/2021 17:45:00,38.0,1053.0,326.0,742.008,6.334,7.968
22/5/2021 18:00:00,38.0,1051.0,327.0,734.52,6.344,15.936
22/5/2021 18:15:00,38.0,1053.0,327.0,768.8399999999999,6.344,8.256
22/5/2021 18:30:00,38.0,1055.0,327.0,768.8399999999999,6.344,8.256
22/5/2021 18:45:00,38.0,1057.0,329.0,786.72,6.364,8.448
22/5/2021 19:00:00,38.0,1057.0,329.0,786.72,6.364,8.448
22/5/2021 19:15:00,38.0,1056.0,328.0,714.48,6.342,8.448
22/5/2021 19:30:00,38.0,1056.0,328.0,713.76,6.342,9.216
22/5/2021 19:45:00,38.0,1054.0,328.0,715.92,6.342,6.911999999999999
22/5/2021 20:00:00,38.0,1054.0,328.0,716.64,6.342,6.144
22/5/2021 20:15:00,38.0,1052.0,327.0,743.52,6.361,6.384
22/5/2021 20:30:00,38.0,1052.0,327.0,752.472,6.361,6.456
22/5/2021 20:45:00,38.0,1053.0,327.0,750.96,6.389,8.064
22/5/2021 21:00:00,38.0,1053.0,327.0,750.96,6.389,8.064
22/5/2021 21:15:00,38.0,1056.0,328.0,750.96,6.383,8.064
22/5/2021 21:30:00,38.0,1055.0,328.0,752.208,6.383,16.32
22/5/2021 21:45:00,38.0,1055.0,327.0,734.52,6.373,15.936
22/5/2021 22:00:00,38.0,1054.0,327.0,750.96,6.373,8.064
22/5/2021 22:15:00,38.0,1053.0,327.0,721.944,6.402,10.104
22/5/2021 22:30:00,38.0,1054.0,329.0,738.264,6.422,11.952
22/5/2021 22:45:00,38.0,1054.0,329.0,731.592,6.422,9.456
22/5/2021 23:00:00,38.0,1053.0,329.0,733.08,6.422,7.872
22/5/2021 23:15:00,38.0,1053.0,328.0,751.7040000000001,6.412,7.247999999999999
22/5/2021 23:30:00,38.0,1055.0,328.0,761.424,6.412,6.5280000000000005
22/5/2021 23:45:00,38.0,1055.0,329.0,743.52,6.393,6.384
22/5/2021 00:00:00,38.0,1054.0,329.0,751.7040000000001,6.393,7.247999999999999
23/5/2021 00:15:00,38.0,1053.0,327.0,724.896,6.373,7.007999999999999
23/5/2021 00:30:00,38.0,1053.0,327.0,723.408,6.402,8.544
23/5/2021 00:45:00,38.0,1056.0,331.0,729.36,6.442,11.808
23/5/2021 01:00:00,38.0,1056.0,331.0,725.664,6.442,15.744
23/5/2021 01:15:00,38.0,1054.0,329.0,734.52,6.422,15.936
23/5/2021 01:30:00,38.0,1054.0,329.0,761.064,6.422,16.512
23/5/2021 01:45:00,38.0,1053.0,328.0,744.8879999999999,6.412,14.52
23/5/2021 02:00:00,38.0,1053.0,328.0,762.624,6.412,14.856
23/5/2021 02:15:00,38.0,1056.0,329.0,740.52,6.422,9.552
23/5/2021 02:30:00,38.0,1054.0,329.0,722.664,6.48,9.336
23/5/2021 02:45:00,38.0,1050.0,328.0,750.96,6.455,8.064
23/5/2021 03:00:00,38.0,1048.0,328.0,742.008,6.441,7.968
23/5/2021 03:15:00,38.0,1050.0,330.0,742.008,6.432,7.968
23/5/2021 03:30:00,38.0,1050.0,332.0,759.8879999999999,6.452,8.16
23/5/2021 03:45:00,38.0,1048.0,332.0,750.96,6.452,8.064
23/5/2021 04:00:00,38.0,1048.0,329.0,743.376,6.422,16.128
23/5/2021 04:15:00,38.0,1050.0,329.0,742.008,6.422,7.968
23/5/2021 04:30:00,38.0,1052.0,330.0,750.96,6.432,8.064
23/5/2021 04:45:00,38.0,1052.0,330.0,724.128,6.432,7.776
23/5/2021 05:00:00,38.0,1052.0,330.0,742.008,6.432,7.968
23/5/2021 05:15:00,38.0,1048.0,330.0,734.52,6.419,15.936
23/5/2021 05:30:00,38.0,1056.0,330.0,752.208,6.419,16.32
23/5/2021 05:45:00,38.0,1049.0,330.0,743.376,6.419,16.128
23/5/2021 06:00:00,38.0,1054.0,330.0,734.52,6.419,15.936
23/5/2021 06:15:00,38.0,1052.0,335.0,724.896,6.469,15.744
